"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex..Lifetime.Benefit","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","usage","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","Type","weighted_sum"
"218","04737-HANFORD","CA","US","204 N 12TH AVE, HANFORD, CA, 93230",0.207,4.4,747900,"3009654.822","0.15","23744.31704","547783.9149",35,791039.5802,280100.6753,NA,NA,NA,572.5,"Battery",68.5847161572052
"219","04737-HANFORD","CA","US","204 N 12TH AVE, HANFORD, CA, 93230",0.207,4.4,747900,"3009654.822","0.15","23744.31704","547783.9149",35,791039.5802,280100.6753,NA,NA,NA,572.5,"CHP",228.615720524017
"220","04737-HANFORD","CA","US","204 N 12TH AVE, HANFORD, CA, 93230",0.207,4.4,747900,"3009654.822","0.15","23744.31704","547783.9149",35,791039.5802,280100.6753,NA,NA,NA,572.5,"Fuel_Cell",274.338864628821
"221","09176 - CHI-SCHAUMBURG (RELO O","IL","US","WOODFIELD VILLAGE GREEN, SCHAUMBURG, IL, 60173",0.206,4.4,477900,"1917478.687","0.15","14769.2399","340832.9314",85,502572.5193,174279.5501,NA,NA,NA,366.25,"Solar",110.911945392491
"222","08788-SLC - WEST JORDAN","UT","US","7668 S CAMPUS VIEW DR, WEST JORDAN, UT, 84084",0.206,4.4,761400,"3087841.026","0.15","23495.38741","542037.5254",140,817518.8639,277162.3496,NA,NA,NA,581.25,"Solar",183.390967741935
"223","05709-LA - FONTANA","CA","US","15228 SUMMIT AVE, FONTANA, CA, 92336",0.206,4.4,869400,"3478002.871","0.15","27433.71562","631976.0332",160,909021.9766,323150.9886,NA,NA,NA,663.75,"Solar",209.572881355932
"224","02770-UTICA - NEW HARTFORD","NY","US","4745 COMMERCIAL DR, NEW HARTFORD, NY, 13413",0.206,4.4,861300,"3457327.467","0.15","26941.70274","623077.5566",155,906549.9346,318600.8928,NA,NA,NA,658.75,"Solar",202.658823529412
"225","09176 - CHI-SCHAUMBURG (RELO O","IL","US","WOODFIELD VILLAGE GREEN, SCHAUMBURG, IL, 60173",0.206,4.4,477900,"1917478.687","0.15","14769.2399","340832.9314",22.5,502572.5193,174279.5501,NA,NA,NA,366.25,"Battery",44.038566552901
"226","08788-SLC - WEST JORDAN","UT","US","7668 S CAMPUS VIEW DR, WEST JORDAN, UT, 84084",0.206,4.4,761400,"3087841.026","0.15","23495.38741","542037.5254",37.5,817518.8639,277162.3496,NA,NA,NA,581.25,"Battery",73.6838709677419
"227","05709-LA - FONTANA","CA","US","15228 SUMMIT AVE, FONTANA, CA, 92336",0.206,4.4,869400,"3478002.871","0.15","27433.71562","631976.0332",42.5,909021.9766,323150.9886,NA,NA,NA,663.75,"Battery",83.5016949152542
"228","02770-UTICA - NEW HARTFORD","NY","US","4745 COMMERCIAL DR, NEW HARTFORD, NY, 13413",0.206,4.4,861300,"3457327.467","0.15","26941.70274","623077.5566",42.5,906549.9346,318600.8928,NA,NA,NA,658.75,"Battery",83.3516129032258
"229","09176 - CHI-SCHAUMBURG (RELO O","IL","US","WOODFIELD VILLAGE GREEN, SCHAUMBURG, IL, 60173",0.206,4.4,477900,"1917478.687","0.15","14769.2399","340832.9314",22.5,502572.5193,174279.5501,NA,NA,NA,366.25,"CHP",146.795221843003
"230","08788-SLC - WEST JORDAN","UT","US","7668 S CAMPUS VIEW DR, WEST JORDAN, UT, 84084",0.206,4.4,761400,"3087841.026","0.15","23495.38741","542037.5254",35,817518.8639,277162.3496,NA,NA,NA,581.25,"CHP",229.238709677419
"231","05709-LA - FONTANA","CA","US","15228 SUMMIT AVE, FONTANA, CA, 92336",0.206,4.4,869400,"3478002.871","0.15","27433.71562","631976.0332",40,909021.9766,323150.9886,NA,NA,NA,663.75,"CHP",261.966101694915
"232","02770-UTICA - NEW HARTFORD","NY","US","4745 COMMERCIAL DR, NEW HARTFORD, NY, 13413",0.206,4.4,861300,"3457327.467","0.15","26941.70274","623077.5566",40,906549.9346,318600.8928,NA,NA,NA,658.75,"CHP",261.495256166983
"233","09176 - CHI-SCHAUMBURG (RELO O","IL","US","WOODFIELD VILLAGE GREEN, SCHAUMBURG, IL, 60173",0.206,4.4,477900,"1917478.687","0.15","14769.2399","340832.9314",22.5,502572.5193,174279.5501,NA,NA,NA,366.25,"Fuel_Cell",176.154266211604
"234","08788-SLC - WEST JORDAN","UT","US","7668 S CAMPUS VIEW DR, WEST JORDAN, UT, 84084",0.206,4.4,761400,"3087841.026","0.15","23495.38741","542037.5254",35,817518.8639,277162.3496,NA,NA,NA,581.25,"Fuel_Cell",275.086451612903
"235","05709-LA - FONTANA","CA","US","15228 SUMMIT AVE, FONTANA, CA, 92336",0.206,4.4,869400,"3478002.871","0.15","27433.71562","631976.0332",40,909021.9766,323150.9886,NA,NA,NA,663.75,"Fuel_Cell",314.359322033898
"236","02770-UTICA - NEW HARTFORD","NY","US","4745 COMMERCIAL DR, NEW HARTFORD, NY, 13413",0.206,4.4,861300,"3457327.467","0.15","26941.70274","623077.5566",40,906549.9346,318600.8928,NA,NA,NA,658.75,"Fuel_Cell",313.79430740038
"237","02058-LA - ANAHEIM HILLS","CA","US","23021 SAVI RANCH PKWY, YORBA LINDA, CA, 92887",0.205,4.4,774900,"3088173.941","0.15","24303.09208","559656.4873",145,804189.0947,286171.5282,NA,NA,NA,590,"Solar",190.441525423729
"238","02058-LA - ANAHEIM HILLS","CA","US","23021 SAVI RANCH PKWY, YORBA LINDA, CA, 92887",0.205,4.4,774900,"3088173.941","0.15","24303.09208","559656.4873",40,804189.0947,286171.5282,NA,NA,NA,590,"Battery",78.8033898305085
"239","02058-LA - ANAHEIM HILLS","CA","US","23021 SAVI RANCH PKWY, YORBA LINDA, CA, 92887",0.205,4.4,774900,"3088173.941","0.15","24303.09208","559656.4873",35,804189.0947,286171.5282,NA,NA,NA,590,"CHP",229.843220338983
"240","02058-LA - ANAHEIM HILLS","CA","US","23021 SAVI RANCH PKWY, YORBA LINDA, CA, 92887",0.205,4.4,774900,"3088173.941","0.15","24303.09208","559656.4873",35,804189.0947,286171.5282,NA,NA,NA,590,"Fuel_Cell",275.81186440678
"241","05026 - LI LAKE GROVE (RELO FR","NY","US","2130 NESCONSET HWY, STONY BROOK, NY, 11790",0.202,4.5,861300,"3386645.738","0.15","26510.6855","612611.6318",155,870407.9463,313249.307,NA,NA,NA,658.75,"Solar",202.658823529412
"242","05026 - LI LAKE GROVE (RELO FR","NY","US","2130 NESCONSET HWY, STONY BROOK, NY, 11790",0.202,4.5,861300,"3386645.738","0.15","26510.6855","612611.6318",42.5,870407.9463,313249.307,NA,NA,NA,658.75,"Battery",83.3516129032258
"243","05026 - LI LAKE GROVE (RELO FR","NY","US","2130 NESCONSET HWY, STONY BROOK, NY, 11790",0.202,4.5,861300,"3386645.738","0.15","26510.6855","612611.6318",40,870407.9463,313249.307,NA,NA,NA,658.75,"CHP",261.495256166983
"244","05026 - LI LAKE GROVE (RELO FR","NY","US","2130 NESCONSET HWY, STONY BROOK, NY, 11790",0.202,4.5,861300,"3386645.738","0.15","26510.6855","612611.6318",40,870407.9463,313249.307,NA,NA,NA,658.75,"Fuel_Cell",313.79430740038
"245","01317-IRVINE CA","CA","US","6218 IRVINE BLVD, IRVINE, CA, 92620",0.201,4.5,616950,"2401181.695","0.15","18921.57094","435706.5861",117.5,610856.4322,222791.6988,NA,NA,NA,468.75,"Solar",154.6488
"246","01317-IRVINE CA","CA","US","6218 IRVINE BLVD, IRVINE, CA, 92620",0.201,4.5,616950,"2401181.695","0.15","18921.57094","435706.5861",32.5,610856.4322,222791.6988,NA,NA,NA,468.75,"Battery",64.1628
"247","01317-IRVINE CA","CA","US","6218 IRVINE BLVD, IRVINE, CA, 92620",0.201,4.5,616950,"2401181.695","0.15","18921.57094","435706.5861",27.5,610856.4322,222791.6988,NA,NA,NA,468.75,"CHP",180.972
"248","01317-IRVINE CA","CA","US","6218 IRVINE BLVD, IRVINE, CA, 92620",0.201,4.5,616950,"2401181.695","0.15","18921.57094","435706.5861",27.5,610856.4322,222791.6988,NA,NA,NA,468.75,"Fuel_Cell",217.1664
"249","02029-ALBANY - CLIFTON PARK","NY","US","48 CROSSING BLVD, CLIFTON PARK, NY, 12065",0.2,4.5,1031400,"4008270.294","0.15","31379.02568","725025.8031",190,1018165.87,370730.5226,NA,NA,NA,787.5,"Solar",248.845714285714
"250","01072 - LAKEWOOD - JAMESTOWN","NY","US","279 E FAIRMOUNT AVE SUITE I, LAKEWOOD, NY, 14750",0.2,4.5,507600,"1935304.309","0.15","13857.61065","314785.7273",160,481987.3702,160960.7226,NA,NA,NA,377.5,"Solar",215.141721854305
"251","02029-ALBANY - CLIFTON PARK","NY","US","48 CROSSING BLVD, CLIFTON PARK, NY, 12065",0.2,4.5,1031400,"4008270.294","0.15","31379.02568","725025.8031",50,1018165.87,370730.5226,NA,NA,NA,787.5,"Battery",98.2285714285714
"252","01072 - LAKEWOOD - JAMESTOWN","NY","US","279 E FAIRMOUNT AVE SUITE I, LAKEWOOD, NY, 14750",0.2,4.5,507600,"1935304.309","0.15","13857.61065","314785.7273",70,481987.3702,160960.7226,NA,NA,NA,377.5,"Battery",141.186754966887
"253","02029-ALBANY - CLIFTON PARK","NY","US","48 CROSSING BLVD, CLIFTON PARK, NY, 12065",0.2,4.5,1031400,"4008270.294","0.15","31379.02568","725025.8031",47.5,1018165.87,370730.5226,NA,NA,NA,787.5,"CHP",311.057142857143
"254","01072 - LAKEWOOD - JAMESTOWN","NY","US","279 E FAIRMOUNT AVE SUITE I, LAKEWOOD, NY, 14750",0.2,4.5,507600,"1935304.309","0.15","13857.61065","314785.7273",22.5,481987.3702,160960.7226,NA,NA,NA,377.5,"CHP",151.271523178808
"255","02029-ALBANY - CLIFTON PARK","NY","US","48 CROSSING BLVD, CLIFTON PARK, NY, 12065",0.2,4.5,1031400,"4008270.294","0.15","31379.02568","725025.8031",47.5,1018165.87,370730.5226,NA,NA,NA,787.5,"Fuel_Cell",373.268571428571
"256","01072 - LAKEWOOD - JAMESTOWN","NY","US","279 E FAIRMOUNT AVE SUITE I, LAKEWOOD, NY, 14750",0.2,4.5,507600,"1935304.309","0.15","13857.61065","314785.7273",0,481987.3702,160960.7226,NA,NA,NA,377.5,"Fuel_Cell",0
"257","09446-LA - CHINO HILLS","CA","US","4020 GRAND AVE, CHINO, CA, 91710",0.199,4.5,649350,"2509125.451","0.15","19916.34118","459036.1019",117.5,633651.7712,234720.8792,NA,NA,NA,496.25,"Solar",153.750377833753
"258","05044 - VACAVILLE (RELO FROM 9","CA","US","1611 E MONTE VISTA AVE, VACAVILLE, CA, 95687",0.199,4.6,649350,"2506887.735","0.15","20483.45189","472455.1986",117.5,632507.5507,241582.5229,NA,NA,NA,496.25,"Solar",153.750377833753
"259","09446-LA - CHINO HILLS","CA","US","4020 GRAND AVE, CHINO, CA, 91710",0.199,4.5,649350,"2509125.451","0.15","19916.34118","459036.1019",32.5,633651.7712,234720.8792,NA,NA,NA,496.25,"Battery",63.7900503778338
"260","05044 - VACAVILLE (RELO FROM 9","CA","US","1611 E MONTE VISTA AVE, VACAVILLE, CA, 95687",0.199,4.6,649350,"2506887.735","0.15","20483.45189","472455.1986",32.5,632507.5507,241582.5229,NA,NA,NA,496.25,"Battery",63.7900503778338
"261","09446-LA - CHINO HILLS","CA","US","4020 GRAND AVE, CHINO, CA, 91710",0.199,4.5,649350,"2509125.451","0.15","19916.34118","459036.1019",30,633651.7712,234720.8792,NA,NA,NA,496.25,"CHP",196.277078085642
"262","05044 - VACAVILLE (RELO FROM 9","CA","US","1611 E MONTE VISTA AVE, VACAVILLE, CA, 95687",0.199,4.6,649350,"2506887.735","0.15","20483.45189","472455.1986",30,632507.5507,241582.5229,NA,NA,NA,496.25,"CHP",196.277078085642
"263","09446-LA - CHINO HILLS","CA","US","4020 GRAND AVE, CHINO, CA, 91710",0.199,4.5,649350,"2509125.451","0.15","19916.34118","459036.1019",30,633651.7712,234720.8792,NA,NA,NA,496.25,"Fuel_Cell",235.532493702771
"264","05044 - VACAVILLE (RELO FROM 9","CA","US","1611 E MONTE VISTA AVE, VACAVILLE, CA, 95687",0.199,4.6,649350,"2506887.735","0.15","20483.45189","472455.1986",30,632507.5507,241582.5229,NA,NA,NA,496.25,"Fuel_Cell",235.532493702771
"265","04708-BREWSTER","NY","US","100-B INDEPENDENT WAY, BREWSTER, NY, 10509",0.198,4.6,820800,"3154565.902","0.15","25502.9208","589035.6574",150,792237.5779,301194.1039,NA,NA,NA,626.25,"Solar",196.59880239521
"266","03059-LA - MONROVIA","CA","US","729 E HUNTINGTON DR, MONROVIA, CA, 91016",0.198,4.6,711450,"2732504.619","0.15","21666.19098","499151.5278",132.5,685773.1899,255233.2703,NA,NA,NA,542.5,"Solar",173.764285714286
"267","04708-BREWSTER","NY","US","100-B INDEPENDENT WAY, BREWSTER, NY, 10509",0.198,4.6,820800,"3154565.902","0.15","25502.9208","589035.6574",42.5,792237.5779,301194.1039,NA,NA,NA,626.25,"Battery",83.5544910179641
"268","03059-LA - MONROVIA","CA","US","729 E HUNTINGTON DR, MONROVIA, CA, 91016",0.198,4.6,711450,"2732504.619","0.15","21666.19098","499151.5278",35,685773.1899,255233.2703,NA,NA,NA,542.5,"Battery",68.85
"269","04708-BREWSTER","NY","US","100-B INDEPENDENT WAY, BREWSTER, NY, 10509",0.198,4.6,820800,"3154565.902","0.15","25502.9208","589035.6574",37.5,792237.5779,301194.1039,NA,NA,NA,626.25,"CHP",245.748502994012
"270","03059-LA - MONROVIA","CA","US","729 E HUNTINGTON DR, MONROVIA, CA, 91016",0.198,4.6,711450,"2732504.619","0.15","21666.19098","499151.5278",32.5,685773.1899,255233.2703,NA,NA,NA,542.5,"CHP",213.107142857143
"271","04708-BREWSTER","NY","US","100-B INDEPENDENT WAY, BREWSTER, NY, 10509",0.198,4.6,820800,"3154565.902","0.15","25502.9208","589035.6574",37.5,792237.5779,301194.1039,NA,NA,NA,626.25,"Fuel_Cell",294.898203592814
"272","03059-LA - MONROVIA","CA","US","729 E HUNTINGTON DR, MONROVIA, CA, 91016",0.198,4.6,711450,"2732504.619","0.15","21666.19098","499151.5278",32.5,685773.1899,255233.2703,NA,NA,NA,542.5,"Fuel_Cell",255.728571428571
"273","08677-CHI - BLOOMINGDALE","IL","US","402 W ARMY TRAIL DR, BLOOMINGDALE, IL, 60108",0.197,4.6,437400,"1670621.176","0.15","12901.66912","297665.6775",80,416845.8199,152206.6549,NA,NA,NA,333.75,"Solar",104.844943820225
"274","08677-CHI - BLOOMINGDALE","IL","US","402 W ARMY TRAIL DR, BLOOMINGDALE, IL, 60108",0.197,4.6,437400,"1670621.176","0.15","12901.66912","297665.6775",22.5,416845.8199,152206.6549,NA,NA,NA,333.75,"Battery",44.2314606741573
"275","08677-CHI - BLOOMINGDALE","IL","US","402 W ARMY TRAIL DR, BLOOMINGDALE, IL, 60108",0.197,4.6,437400,"1670621.176","0.15","12901.66912","297665.6775",20,416845.8199,152206.6549,NA,NA,NA,333.75,"CHP",131.056179775281
"276","08677-CHI - BLOOMINGDALE","IL","US","402 W ARMY TRAIL DR, BLOOMINGDALE, IL, 60108",0.197,4.6,437400,"1670621.176","0.15","12901.66912","297665.6775",20,416845.8199,152206.6549,NA,NA,NA,333.75,"Fuel_Cell",157.267415730337
"277","05018-CHI - VERNON HILLS (RELO","IL","US","701 N MILWAUKEE AVE, VERNON HILLS, IL, 60061",0.196,4.6,107460,"400034.2815","0.15","2875.704401","65276.29372",35,97091.22782,33378.00445,NA,NA,NA,79.25,"Solar",47.4586750788643
"278","05018-CHI - VERNON HILLS (RELO","IL","US","701 N MILWAUKEE AVE, VERNON HILLS, IL, 60061",0.196,4.6,107460,"400034.2815","0.15","2875.704401","65276.29372",14.5,97091.22782,33378.00445,NA,NA,NA,79.25,"Battery",29.4921766561514
"279","05018-CHI - VERNON HILLS (RELO","IL","US","701 N MILWAUKEE AVE, VERNON HILLS, IL, 60061",0.196,4.6,107460,"400034.2815","0.15","2875.704401","65276.29372",4.5,97091.22782,33378.00445,NA,NA,NA,79.25,"CHP",30.5091482649842
"280","05018-CHI - VERNON HILLS (RELO","IL","US","701 N MILWAUKEE AVE, VERNON HILLS, IL, 60061",0.196,4.6,107460,"400034.2815","0.15","2875.704401","65276.29372",0,97091.22782,33378.00445,NA,NA,NA,79.25,"Fuel_Cell",0
"281","03008-LA - TORRANCE","CA","US","4240 PACIFIC COAST HWY, TORRANCE, CA, 90505",0.195,4.6,53190,"198444.8496","0.15","1417.380015","32217.42726",17.5,48281.64762,16473.87389,NA,NA,NA,39.75,"Solar",23.4169811320755
"282","01010-LUBBOCK","TX","US","6705 SLIDE RD, LUBBOCK, TX, 79424",0.195,4.7,649350,"2462831.699","0.15","19485.46814","449135.4858",117.5,609980.1905,229658.3551,NA,NA,NA,496.25,"Solar",153.750377833753
"283","03008-LA - TORRANCE","CA","US","4240 PACIFIC COAST HWY, TORRANCE, CA, 90505",0.195,4.6,53190,"198444.8496","0.15","1417.380015","32217.42726",6.5,48281.64762,16473.87389,NA,NA,NA,39.75,"Battery",13.0466037735849
"284","01010-LUBBOCK","TX","US","6705 SLIDE RD, LUBBOCK, TX, 79424",0.195,4.7,649350,"2462831.699","0.15","19485.46814","449135.4858",32.5,609980.1905,229658.3551,NA,NA,NA,496.25,"Battery",63.7900503778338
"285","03008-LA - TORRANCE","CA","US","4240 PACIFIC COAST HWY, TORRANCE, CA, 90505",0.195,4.6,53190,"198444.8496","0.15","1417.380015","32217.42726",2.5,48281.64762,16473.87389,NA,NA,NA,39.75,"CHP",16.7264150943396
"286","01010-LUBBOCK","TX","US","6705 SLIDE RD, LUBBOCK, TX, 79424",0.195,4.7,649350,"2462831.699","0.15","19485.46814","449135.4858",30,609980.1905,229658.3551,NA,NA,NA,496.25,"CHP",196.277078085642
"287","03008-LA - TORRANCE","CA","US","4240 PACIFIC COAST HWY, TORRANCE, CA, 90505",0.195,4.6,53190,"198444.8496","0.15","1417.380015","32217.42726",0,48281.64762,16473.87389,NA,NA,NA,39.75,"Fuel_Cell",0
"288","01010-LUBBOCK","TX","US","6705 SLIDE RD, LUBBOCK, TX, 79424",0.195,4.7,649350,"2462831.699","0.15","19485.46814","449135.4858",30,609980.1905,229658.3551,NA,NA,NA,496.25,"Fuel_Cell",235.532493702771
"289","07730-LA - MIRA LOMA","CA","US","6381 PATS RANCH RD, MIRA LOMA, CA, 91752",0.194,4.7,761400,"2854355.441","0.15","22755.38676","524317.2266",140,698129.6882,268101.3539,NA,NA,NA,581.25,"Solar",183.390967741935
"290","03046-LA - TUSTIN","CA","US","1212 IRVINE BLVD, TUSTIN, CA, 92780",0.194,4.7,1031400,"3861226.12","0.15","30808.53583","709701.6356",190,942977.1478,362894.751,NA,NA,NA,787.5,"Solar",248.845714285714
"291","07730-LA - MIRA LOMA","CA","US","6381 PATS RANCH RD, MIRA LOMA, CA, 91752",0.194,4.7,761400,"2854355.441","0.15","22755.38676","524317.2266",37.5,698129.6882,268101.3539,NA,NA,NA,581.25,"Battery",73.6838709677419
"292","03046-LA - TUSTIN","CA","US","1212 IRVINE BLVD, TUSTIN, CA, 92780",0.194,4.7,1031400,"3861226.12","0.15","30808.53583","709701.6356",50,942977.1478,362894.751,NA,NA,NA,787.5,"Battery",98.2285714285714
"293","07730-LA - MIRA LOMA","CA","US","6381 PATS RANCH RD, MIRA LOMA, CA, 91752",0.194,4.7,761400,"2854355.441","0.15","22755.38676","524317.2266",35,698129.6882,268101.3539,NA,NA,NA,581.25,"CHP",229.238709677419
"294","03046-LA - TUSTIN","CA","US","1212 IRVINE BLVD, TUSTIN, CA, 92780",0.194,4.7,1031400,"3861226.12","0.15","30808.53583","709701.6356",47.5,942977.1478,362894.751,NA,NA,NA,787.5,"CHP",311.057142857143
"295","07730-LA - MIRA LOMA","CA","US","6381 PATS RANCH RD, MIRA LOMA, CA, 91752",0.194,4.7,761400,"2854355.441","0.15","22755.38676","524317.2266",35,698129.6882,268101.3539,NA,NA,NA,581.25,"Fuel_Cell",275.086451612903
"296","03046-LA - TUSTIN","CA","US","1212 IRVINE BLVD, TUSTIN, CA, 92780",0.194,4.7,1031400,"3861226.12","0.15","30808.53583","709701.6356",47.5,942977.1478,362894.751,NA,NA,NA,787.5,"Fuel_Cell",373.268571428571
"297","08718-FAIRFIELD","CA","US","1310 GATEWAY BLVD, FAIRFIELD, CA, 94533",0.193,4.7,761400,"2849650.153","0.15","23403.82369","539659.5809",140,695723.7131,275946.4251,NA,NA,NA,581.25,"Solar",183.390967741935
"298","08718-FAIRFIELD","CA","US","1310 GATEWAY BLVD, FAIRFIELD, CA, 94533",0.193,4.7,761400,"2849650.153","0.15","23403.82369","539659.5809",37.5,695723.7131,275946.4251,NA,NA,NA,581.25,"Battery",73.6838709677419
"299","08718-FAIRFIELD","CA","US","1310 GATEWAY BLVD, FAIRFIELD, CA, 94533",0.193,4.7,761400,"2849650.153","0.15","23403.82369","539659.5809",35,695723.7131,275946.4251,NA,NA,NA,581.25,"CHP",229.238709677419
"300","08718-FAIRFIELD","CA","US","1310 GATEWAY BLVD, FAIRFIELD, CA, 94533",0.193,4.7,761400,"2849650.153","0.15","23403.82369","539659.5809",35,695723.7131,275946.4251,NA,NA,NA,581.25,"Fuel_Cell",275.086451612903
"301","09974-LA - TEMECULA","CA","US","27471 YNEZ RD, TEMECULA, CA, 92521",0.192,4.7,774900,"2880395.546","0.15","22935.4448","528162.0311",145,697944.8855,270067.3341,NA,NA,NA,590,"Solar",190.441525423729
"302","09974-LA - TEMECULA","CA","US","27471 YNEZ RD, TEMECULA, CA, 92521",0.192,4.7,774900,"2880395.546","0.15","22935.4448","528162.0311",40,697944.8855,270067.3341,NA,NA,NA,590,"Battery",78.8033898305085
"303","09974-LA - TEMECULA","CA","US","27471 YNEZ RD, TEMECULA, CA, 92521",0.192,4.7,774900,"2880395.546","0.15","22935.4448","528162.0311",35,697944.8855,270067.3341,NA,NA,NA,590,"CHP",229.843220338983
"304","09974-LA - TEMECULA","CA","US","27471 YNEZ RD, TEMECULA, CA, 92521",0.192,4.7,774900,"2880395.546","0.15","22935.4448","528162.0311",35,697944.8855,270067.3341,NA,NA,NA,590,"Fuel_Cell",275.81186440678
"305","09961-CHI - GURNEE","IL","US","6635 GRAND AVE, GURNEE, IL, 60031",0.191,4.8,869400,"3211261.145","0.15","26405.96466","608936.2322",160,772627.7972,311369.9494,NA,NA,NA,663.75,"Solar",209.572881355932
"306","09053 - MENIFEE (OPEN 3/7/10)","CA","US","30274 HAUN RD, MENIFEE, CA, 92584",0.191,4.8,774900,"2859617.706","0.15","22798.68007","525012.5855",145,687320.4645,268456.9147,NA,NA,NA,590,"Solar",190.441525423729
"307","01615-BINGHAMTON - VESTAL","NY","US","2317 VESTAL PWY E STE 10, VESTAL, NY, 13850",0.191,4.8,807300,"2992406.061","0.15","24493.72384","565042.6055",145,722819.6977,288925.6348,NA,NA,NA,617.5,"Solar",189.568421052632
"308","09961-CHI - GURNEE","IL","US","6635 GRAND AVE, GURNEE, IL, 60031",0.191,4.8,869400,"3211261.145","0.15","26405.96466","608936.2322",42.5,772627.7972,311369.9494,NA,NA,NA,663.75,"Battery",83.5016949152542
"309","09053 - MENIFEE (OPEN 3/7/10)","CA","US","30274 HAUN RD, MENIFEE, CA, 92584",0.191,4.8,774900,"2859617.706","0.15","22798.68007","525012.5855",40,687320.4645,268456.9147,NA,NA,NA,590,"Battery",78.8033898305085
"310","01615-BINGHAMTON - VESTAL","NY","US","2317 VESTAL PWY E STE 10, VESTAL, NY, 13850",0.191,4.8,807300,"2992406.061","0.15","24493.72384","565042.6055",40,722819.6977,288925.6348,NA,NA,NA,617.5,"Battery",78.4421052631579
"311","09961-CHI - GURNEE","IL","US","6635 GRAND AVE, GURNEE, IL, 60031",0.191,4.8,869400,"3211261.145","0.15","26405.96466","608936.2322",40,772627.7972,311369.9494,NA,NA,NA,663.75,"CHP",261.966101694915
"312","09053 - MENIFEE (OPEN 3/7/10)","CA","US","30274 HAUN RD, MENIFEE, CA, 92584",0.191,4.8,774900,"2859617.706","0.15","22798.68007","525012.5855",35,687320.4645,268456.9147,NA,NA,NA,590,"CHP",229.843220338983
"313","01615-BINGHAMTON - VESTAL","NY","US","2317 VESTAL PWY E STE 10, VESTAL, NY, 13850",0.191,4.8,807300,"2992406.061","0.15","24493.72384","565042.6055",37.5,722819.6977,288925.6348,NA,NA,NA,617.5,"CHP",245.131578947368
"314","09961-CHI - GURNEE","IL","US","6635 GRAND AVE, GURNEE, IL, 60031",0.191,4.8,869400,"3211261.145","0.15","26405.96466","608936.2322",40,772627.7972,311369.9494,NA,NA,NA,663.75,"Fuel_Cell",314.359322033898
"315","09053 - MENIFEE (OPEN 3/7/10)","CA","US","30274 HAUN RD, MENIFEE, CA, 92584",0.191,4.8,774900,"2859617.706","0.15","22798.68007","525012.5855",35,687320.4645,268456.9147,NA,NA,NA,590,"Fuel_Cell",275.81186440678
"316","01615-BINGHAMTON - VESTAL","NY","US","2317 VESTAL PWY E STE 10, VESTAL, NY, 13850",0.191,4.8,807300,"2992406.061","0.15","24493.72384","565042.6055",37.5,722819.6977,288925.6348,NA,NA,NA,617.5,"Fuel_Cell",294.157894736842
"317","02014-BUFF - BUFFALO/TRANSIT","NY","US","5055 TRANSIT RD, BUFFALO (CLARENCE), NY, 14221",0.188,4.9,585900,"2139911.366","0.15","17319.33232","400888.7656",105,508309.9653,204988.1548,NA,NA,NA,448.75,"Solar",137.090807799443
"318","02014-BUFF - BUFFALO/TRANSIT","NY","US","5055 TRANSIT RD, BUFFALO (CLARENCE), NY, 14221",0.188,4.9,585900,"2139911.366","0.15","17319.33232","400888.7656",27.5,508309.9653,204988.1548,NA,NA,NA,448.75,"Battery",53.8571030640669
"319","02014-BUFF - BUFFALO/TRANSIT","NY","US","5055 TRANSIT RD, BUFFALO (CLARENCE), NY, 14221",0.188,4.9,585900,"2139911.366","0.15","17319.33232","400888.7656",27.5,508309.9653,204988.1548,NA,NA,NA,448.75,"CHP",179.523676880223
"320","02014-BUFF - BUFFALO/TRANSIT","NY","US","5055 TRANSIT RD, BUFFALO (CLARENCE), NY, 14221",0.188,4.9,585900,"2139911.366","0.15","17319.33232","400888.7656",27.5,508309.9653,204988.1548,NA,NA,NA,448.75,"Fuel_Cell",215.428412256267
"321","05729-LA - ALISO VIEJO","CA","US","26503 ALISO CREEK RD, ALISO VIEJO, CA, 92656",0.187,4.9,1368900,"4937852.591","0.15","39588.53847","911924.5087",255,1155993.133,466298.2313,NA,NA,NA,1043.75,"Solar",334.437844311377
"322","05729-LA - ALISO VIEJO","CA","US","26503 ALISO CREEK RD, ALISO VIEJO, CA, 92656",0.187,4.9,1368900,"4937852.591","0.15","39588.53847","911924.5087",67.5,1155993.133,466298.2313,NA,NA,NA,1043.75,"Battery",132.791497005988
"323","05729-LA - ALISO VIEJO","CA","US","26503 ALISO CREEK RD, ALISO VIEJO, CA, 92656",0.187,4.9,1368900,"4937852.591","0.15","39588.53847","911924.5087",62.5,1155993.133,466298.2313,NA,NA,NA,1043.75,"CHP",409.850299401198
"324","05729-LA - ALISO VIEJO","CA","US","26503 ALISO CREEK RD, ALISO VIEJO, CA, 92656",0.187,4.9,1368900,"4937852.591","0.15","39588.53847","911924.5087",62.5,1155993.133,466298.2313,NA,NA,NA,1043.75,"Fuel_Cell",491.820359281437
"325","08526-LA - ORANGE","CA","US","1802 E KATELLA AVE, ORANGE, CA, 92867",0.186,5,1252800,"4484079.791","0.15","36044.1938","830384.4188",230,1040063.56,424603.9909,NA,NA,NA,956.25,"Solar",301.327058823529
